,Vectors,Lang
294,"[[-205.8937    -163.60954   -198.41734   ...    0.           0.
     0.       ]
 [  71.04192     57.954685    48.735992  ...    0.           0.
     0.       ]
 [ -17.799536   -29.387405   -44.53217   ...    0.           0.
     0.       ]
 ...
 [ -20.106419   -14.6225       6.3798623 ...    0.           0.
     0.       ]
 [  -4.082597   -12.709728   -11.8864    ...    0.           0.
     0.       ]
 [ -19.002007   -26.52417    -32.83031   ...    0.           0.
     0.       ]]",Telugu
295,"[[-347.8452    -319.05945   -304.97888   ...    0.           0.
     0.       ]
 [  95.08209     72.8517      -8.394789  ...    0.           0.
     0.       ]
 [  34.919376    42.610313    71.28648   ...    0.           0.
     0.       ]
 ...
 [ -22.277815   -15.186331   -18.459759  ...    0.           0.
     0.       ]
 [  17.551931    21.69691      5.2945976 ...    0.           0.
     0.       ]
 [  -1.9421037    3.7187524    3.4044895 ...    0.           0.
     0.       ]]",Telugu
296,"[[-476.6269     -368.76343    -293.62332    ...    0.
     0.            0.        ]
 [ 118.94856     141.44582     137.9226     ...    0.
     0.            0.        ]
 [  25.138847    -12.687921    -52.758842   ...    0.
     0.            0.        ]
 ...
 [ -14.655203     -6.133156     -0.76560116 ...    0.
     0.            0.        ]
 [ -16.654772    -17.71035     -25.924328   ...    0.
     0.            0.        ]
 [   7.8291245    -3.4365234    -4.476555   ...    0.
     0.            0.        ]]",Telugu
297,"[[-653.89636   -646.30756   -643.61237   ...    0.           0.
     0.       ]
 [   8.010311    18.589378    22.292397  ...    0.           0.
     0.       ]
 [   7.728393    17.855501    21.238556  ...    0.           0.
     0.       ]
 ...
 [  -5.0632133   -9.7838745  -12.806687  ...    0.           0.
     0.       ]
 [  -5.378445   -10.095938   -12.475164  ...    0.           0.
     0.       ]
 [  -5.543373   -10.110401   -11.784006  ...    0.           0.
     0.       ]]",Telugu
298,"[[-296.29358   -240.53854   -265.48465   ...    0.           0.
     0.       ]
 [ 113.59984    125.93326    145.52032   ...    0.           0.
     0.       ]
 [ -52.137157   -75.1898     -77.718     ...    0.           0.
     0.       ]
 ...
 [  -2.0861855  -11.42532     -5.452918  ...    0.           0.
     0.       ]
 [   4.2180285    1.5209296   -2.3017192 ...    0.           0.
     0.       ]
 [ -13.039889     2.0679238    6.4477334 ...    0.           0.
     0.       ]]",Telugu
299,"[[-5.5779132e+02 -4.1228217e+02 -2.7288168e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.7989273e+01  1.7791293e+02  1.9140208e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.1274025e+01  4.1143036e+01 -1.6416925e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-2.3676848e+00  1.9954729e+00 -4.7830433e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.9147463e-01 -1.4747339e+00  3.7410061e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.7677124e+00  1.1836983e+01  7.1421151e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Telugu
300,"[[-299.5257    -149.74727   -103.99672   ...    0.           0.
     0.       ]
 [ 161.1235     138.61841    121.800095  ...    0.           0.
     0.       ]
 [ -29.255116   -34.62487    -43.16277   ...    0.           0.
     0.       ]
 ...
 [   6.7501774   15.757162    20.330189  ...    0.           0.
     0.       ]
 [  18.804886    24.280148    28.82653   ...    0.           0.
     0.       ]
 [   1.6435735    2.2774444    5.969011  ...    0.           0.
     0.       ]]",Telugu
301,"[[-370.07977    -256.31708    -260.6181     ...    0.
     0.            0.        ]
 [  71.390366     35.89006       5.8768516  ...    0.
     0.            0.        ]
 [ -89.80893     -95.573685    -96.51579    ...    0.
     0.            0.        ]
 ...
 [  -7.107101     -8.836765     -9.430134   ...    0.
     0.            0.        ]
 [   6.9610763     4.2973676     0.73881316 ...    0.
     0.            0.        ]
 [  -5.6374946    -0.6874302     1.0780884  ...    0.
     0.            0.        ]]",Telugu
302,"[[-301.10867   -249.50166   -274.51236   ...    0.           0.
     0.       ]
 [ 177.58455    177.02957    147.51599   ...    0.           0.
     0.       ]
 [   3.2955093   -3.4895563   -7.9738503 ...    0.           0.
     0.       ]
 ...
 [ -12.773796   -18.188854   -14.154694  ...    0.           0.
     0.       ]
 [   1.6906769    3.4699345    3.5662816 ...    0.           0.
     0.       ]
 [  -5.7005534   -5.249696     1.0702085 ...    0.           0.
     0.       ]]",Telugu
303,"[[-177.61943    -134.37468    -155.67157    ...    0.
     0.            0.        ]
 [  27.14251       1.6691077   -13.937784   ...    0.
     0.            0.        ]
 [ -58.734894    -66.567215    -86.68855    ...    0.
     0.            0.        ]
 ...
 [   2.3294988     0.97594786   -0.2961356  ...    0.
     0.            0.        ]
 [   9.994349     16.700653     32.38913    ...    0.
     0.            0.        ]
 [ -28.889906    -25.033335     -9.851896   ...    0.
     0.            0.        ]]",Telugu
304,"[[-5.9751703e+02 -5.7999078e+02 -4.7366953e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.5916681e+00  2.4740150e+01  8.7838562e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.5067872e-01  6.3698406e+00  4.0191307e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-4.3238831e+00 -9.5505552e+00 -9.5847588e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.1840782e+00 -8.1715956e+00 -4.6706123e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.2464571e+00 -6.2394457e+00 -1.3282202e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Telugu
